Total Print Distance,X-Printer 1,Y-Printer 1,X-Printer 2,Y-Printer 2
372102.227685,286.237419297,68.3588819754,429.935386108,778.290580018
366164.0862,648.329495011,36.7566510608,511.796550882,746.080902286
264942.08815,496.164123809,354.189054879,244.338052544,889.56656375
329864.499357,678.153054532,500.825501168,105.538704823,849.346935706
362053.959612,485.694809265,614.16480808,352.541963166,848.13417358
289264.376425,443.200203092,468.767952047,233.628805658,860.571082841
403827.612321,158.408632181,262.593397176,166.618093039,770.934962275
352656.586722,615.903623979,509.315643973,466.939847202,950.50160844
426672.75485,460.880559391,60.810655129,693.099216929,862.345473271
432590.073521,176.552487196,161.260867916,434.289413763,278.928237755
555720.474595,415.242606952,973.580761663,753.760543176,814.157289162
682617.668364,73.0160787623,863.780119518,52.8263443027,884.942327185
588391.165942,77.9207509188,70.6739964762,715.556876326,1008.83552993
505420.813937,102.460335738,120.141451414,117.813603683,917.470741945
520568.352516,668.263321264,235.701659653,758.239295076,182.584753631
444662.076693,572.447494481,681.143052438,562.673819925,955.913142579
338128.29631,335.470830649,463.380050701,100.938009624,886.06110129
356047.303615,523.412404022,357.935531373,579.424618194,483.563856605
354535.009869,291.570536966,433.874052511,610.653321805,979.00694229
396826.32131,268.263110279,613.572332323,251.15017493,978.31289539
371374.04109,603.324437111,285.844310463,716.275687263,701.839241949
356556.353752,316.802899929,89.9423391786,543.959431885,612.910882383
313557.031009,251.064365148,617.080006792,659.650260231,560.317365883
408637.902054,214.440558023,367.348874394,83.8467346334,1007.17075312
483233.563659,140.890727191,39.9144102982,195.892779545,907.048177343
414967.934017,368.756241315,709.836242486,623.734432786,911.976499299
307138.421576,385.641116365,478.126055798,567.789063685,302.329238627
412067.760563,189.793293306,587.936171043,319.956532506,713.733035244
374688.098723,256.952096982,582.252520625,600.795921163,799.764232003
369687.083504,513.911538878,587.157039094,497.255490149,961.82180706
574046.99594,393.179937894,965.074965051,697.557213369,891.948769799
481861.562711,179.890668711,772.272429438,739.734498145,944.052190682
422854.951391,726.926128751,125.616237041,594.285734226,946.733895143
389392.548826,61.5505828285,332.070607605,362.971428264,585.194460485
570711.577942,13.1606703501,89.2012570226,25.483903249,630.849543795
378573.459493,541.18049439,597.380671199,675.451800756,503.441723724
447586.090949,660.803092664,356.602936924,770.740174804,440.367059909
594764.298632,2.90801647134,598.008871881,54.6279010815,939.712117676
380267.251694,40.6274218771,817.441057919,639.921114599,622.034689882
338766.147414,395.843725498,529.668133183,464.82368934,836.698100116
407383.134557,158.143777323,402.12357574,605.812290835,837.108278914
351181.441285,265.740615417,443.638437194,778.02330632,605.810444472
386613.126043,671.013277737,242.182624527,684.281602827,619.537415957
557374.470325,451.824712589,907.162261158,760.805036209,852.380191403
400128.135537,762.457579855,82.4715668346,623.888615809,592.274225135
361654.795553,470.860331605,533.689836864,578.901079362,669.118573954
302045.463507,630.448645222,276.691387137,496.944197371,747.599514036
481790.979093,120.236227761,26.0918802432,144.814826208,501.413265457
472291.720785,196.875647119,133.55784113,401.631596264,225.097259455
471611.770931,233.072107474,768.779022637,520.97986043,911.124595135
420453.548469,733.517366383,475.021603672,618.52034375,985.440559279
365138.994171,451.065324826,650.057778002,215.148263612,816.431580442
344574.380831,408.426367896,543.620431106,434.706331685,1001.70700741
618605.162122,562.448154232,906.600966845,558.202454342,912.428774574
377613.750093,659.406740925,126.875597062,603.0752374,808.522723115
428689.550572,736.806664015,364.076790362,731.496129646,833.88486733
351536.819669,372.884353528,141.028792697,412.006129446,912.877768442
420669.974849,600.872957366,356.79272413,670.130521812,377.434002786
337564.268397,416.061002292,488.293283711,547.201755432,729.627266558
361048.328368,508.400315353,84.5657738629,171.143310624,952.588611768
298455.153526,524.77710226,128.602005912,254.108511626,835.352800095
449109.378599,165.161439238,59.3291575922,186.909147005,842.056264815
458670.211045,122.500889574,174.806634301,122.415884337,822.633928045
351858.840368,161.044600208,450.632496455,457.436345354,561.985822833
386854.181203,240.892337139,684.902895567,741.309673661,738.523065192
501305.846125,170.839963445,243.292073409,656.350981574,3.87405544781
251453.94843,510.993117002,341.615323549,268.132766314,813.63895156
413340.141947,662.027606753,177.111413516,691.743889969,459.349569265
352764.380367,672.291349483,20.5459065389,529.00041849,544.999979712
331715.82687,445.923138212,187.11987328,587.735573566,598.774309002
462810.080898,2.46541521705,484.492653142,336.988015035,778.935505675
335916.028065,460.087968162,185.63847946,498.419497233,934.311375977
401262.778667,783.372776002,310.072486887,593.549387055,858.917844619
364268.497681,533.270008876,548.263587521,581.033824335,809.43492621
354479.701154,235.460866905,442.592012754,312.306425805,722.566365445
377778.261995,412.125347654,78.4277018453,205.342918848,963.484144182
520784.263549,138.226698455,743.343825387,318.922063703,913.352460089
361130.885486,560.539181159,542.181970214,525.856128322,764.852823357
381853.497163,92.9349703053,337.725773448,378.643797503,492.377225302
588557.656988,196.523761997,109.00732124,466.792079543,21.0077648504
439630.71665,191.78315931,650.598680441,434.599315753,933.260863184
326226.311604,431.767781604,334.456579046,650.319560254,962.401808805
497986.588029,8.70141039667,299.886977199,611.592862829,869.979491005
353790.401112,287.332102552,466.459772129,471.552894702,963.087134219
521317.851414,220.305596858,779.321056566,229.34602526,820.048460118
